persona_id,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8,axis_9,axis_10,axis_11,axis_12,n_models,cluster,region,urban_rural,age,gender,education,economic_position,governance_experience,religious_tradition,occupation,location,name
P0219,-0.85,0.475,-0.1,-0.5377,-0.6249,-0.68,0.9,0.9,0.6,0.7374,-0.7372,-0.4502,1,2,eastern_europe_central_asia,rural,71,female,primary,struggling,flawed_democracy,"Romanian Orthodox, deeply devout","Retired seamstress, now cares for her grandchildren","Satu Mare, Romania",Maria Popescu
P0220,-0.3535,0.175,0.9,0.7351,-0.6215,-0.6373,0.0,0.9,0.7,0.8741,-0.2325,-0.5274,1,0,eastern_europe_central_asia,urban,52,male,postgraduate,middle_class,hybrid_regime,"Serbian Orthodox, culturally identifies",University History Professor,"Belgrade, Serbia",Dragan Petrović
P0221,-0.63775,-0.1266,-0.04999999999999999,-0.19145,-0.8791,-0.78165,-0.8500000000000001,-0.8500000000000001,-0.8,-0.56965,-0.21755000000000002,-0.56855,2,4,eastern_europe_central_asia,peri_urban,24,non_binary,secondary,working_class,stable_democracy,"Secular, identifies as atheist",Barista and aspiring artist,"Kaunas, Lithuania",Aistė Klimaitė
P0222,-0.0501,0.325,-0.1,-0.5179,0.0215,0.9985,1.0,1.0,0.8,1.0,-0.1337,-0.5346,1,2,eastern_europe_central_asia,rural,68,female,none,struggling,authoritarian_state,"Sunni Muslim, very devout and traditional","Traditional ceramic artisan, works from home","Rishtan, Fergana Valley, Uzbekistan",Gulnara Karimova
P0223,0.625,0.775,-0.6,0.7351,-0.6965,-0.68,-0.4,0.8,0.7,0.5241,0.3946,0.4017,1,0,eastern_europe_central_asia,urban,58,male,university,wealthy,stable_democracy,"Agnostic, culturally identifies as Czech",Owner of a successful microbrewery,"Prague, Czech Republic",Jan Novák
P0224,-0.3668,0.775,0.1,-0.4376,-0.6832,-0.7675,0.3,-0.3,-0.6,-0.0182,-0.12,-0.5251,1,1,eastern_europe_central_asia,rural,29,female,university,working_class,flawed_democracy,"Moldovan Orthodox, moderately observant",Primary school teacher,"Hîncești, Moldova",Elena Ciobanu
P0225,-0.2918,0.6249,0.3,0.4759,-0.2,-0.5925,0.4,0.9,0.6,0.32,0.475,-0.7866,1,2,eastern_europe_central_asia,urban,55,male,postgraduate,middle_class,hybrid_regime,"Georgian Orthodox, culturally identifies",Architect and urban planner,"Tbilisi, Georgia",Giorgi Kandelaki
P0226,-0.8038000000000001,0.625,0.8,0.26535,-0.01629999999999998,0.06164999999999998,-0.5,-0.04999999999999999,-0.75,-0.33390000000000003,-0.57505,-0.44504999999999995,2,0,eastern_europe_central_asia,peri_urban,48,female,primary,struggling,conflict_zone,"Sunni Muslim, moderately observant",Baker at a local pastry shop,"Vitez, Bosnia and Herzegovina",Amira Hadžić
P0227,0.775,0.775,0.9,0.7675,-0.2,-0.3884,-0.9,0.9,0.5,-0.017,0.7375,-0.4075,1,0,eastern_europe_central_asia,urban,27,male,university,affluent,stable_democracy,"Secular, identifies as atheist",Cybersecurity Analyst,"Tallinn, Estonia",Marko Leppik
P0228,-1.0,0.775,1.0,0.8321,0.9968,0.8741,0.9,1.0,0.4,0.9122,0.479,0.1321,1,5,eastern_europe_central_asia,peri_urban,60,female,secondary,working_class,authoritarian_state,"Russian Orthodox, moderately observant","Retired factory worker, volunteers at a local community center","Brest, Belarus",Svetlana Ivanova
P0229,0.6832,0.775,0.9,0.5696,-0.7,0.3524,-0.5,0.4,0.3,-0.5665,0.264,-0.1846,1,0,eastern_europe_central_asia,urban,42,male,university,middle_class,flawed_democracy,"Bulgarian Orthodox, culturally identifies",Small business owner (travel agency),"Plovdiv, Bulgaria",Ivan Georgiev
P0230,-0.4282,-0.125,0.9,-0.6054,0.9968,0.992,0.6,1.0,0.2,0.6497,-0.5825,-0.6929,1,5,eastern_europe_central_asia,peri_urban,22,non_binary,secondary,struggling,hybrid_regime,"Sunni Muslim, moderately observant",Textile factory worker,"Osh, Kyrgyzstan",Amina Jusupova
P0231,-0.7718,0.3999,-0.6,-0.2044,-0.7582,-0.5634,-0.5,0.3,0.6,0.6497,-0.736,-0.3627,1,1,eastern_europe_central_asia,rural,65,male,primary,working_class,colonial_post_colonial_transition,"Bektashi Muslim, observant","Retired shepherd, now tends a small olive grove","Përmet, Albania",Fatmir Hoxha
P0232,0.7718,0.7,0.9,0.8249,0.7718,-0.4759,-0.2,0.9,0.5,-0.2592,0.8123,-0.1043,1,5,eastern_europe_central_asia,urban,49,female,postgraduate,affluent,stable_democracy,"Lutheran, nominal",University Professor of Baltic Studies,"Riga, Latvia",Līga Ozoliņa
P0233,-0.45665,0.6625000000000001,-0.8,-0.61015,-0.36660000000000004,0.18969999999999998,0.2,-0.55,-0.050000000000000044,-0.0005000000000000004,-0.72495,-0.52265,2,1,eastern_europe_central_asia,rural,26,male,secondary,struggling,authoritarian_state,"Ismaili Muslim, very devout","Seasonal construction worker, sometimes works abroad","Khorog, Gorno-Badakhshan, Tajikistan",Rustam Saidov
P0234,-0.2782,0.775,0.3,-0.2752,-0.0532,-0.3501,0.8,0.9,0.7,-0.2363,-0.0629,-0.5377,1,2,eastern_europe_central_asia,peri_urban,39,male,secondary,working_class,stable_democracy,"Roman Catholic, attends church on major holidays",Automotive factory foreman,"Nitra, Slovakia",Marek Kováč
P0235,0.3501,0.175,-0.7,-0.817,-0.3532,-0.6205,0.9,0.9,0.8,0.8247,0.505,-0.817,1,2,eastern_europe_central_asia,rural,68,male,primary,struggling,flawed_democracy,"Roman Catholic, deeply devout and attends mass weekly.",Retired dairy farmer,"Village of Lipce Reymontowskie, Poland",Jan Kowalski
P0236,0.6244,0.775,0.3,0.7374,-0.8468,-0.5925,0.0,0.1,0.7,0.0693,0.4455,0.5624,1,0,eastern_europe_central_asia,urban,45,female,university,middle_class,flawed_democracy,"Romanian Orthodox, culturally observant but not strictly religious. Attends church for major holidays.",Software developer at a multinational company,"Cluj-Napoca, Romania",Adina Ionescu
P0237,-0.2918,0.775,0.1,-0.817,0.85,-0.614,-0.4,0.9,-0.6,0.3429,0.9125,-0.1504,1,0,eastern_europe_central_asia,peri_urban,23,male,secondary,struggling,conflict_zone,"Ukrainian Orthodox (OCU), attends services when possible, seeking solace and community.","Construction worker, rebuilding efforts","Bucha, Ukraine",Maksym Kovalenko
P0238,0.12735,0.58745,0.8,0.7374,0.525,0.21445,0.10000000000000003,0.4,0.0,0.17055,-0.37279999999999996,0.06239999999999998,2,5,eastern_europe_central_asia,urban,52,female,postgraduate,affluent,authoritarian_state,"Sunni Muslim, culturally observant, celebrates holidays and traditions but not strictly practicing daily prayers.",University professor of linguistics,"Almaty, Kazakhstan",Aigul Nurmagambetova
P0239,-0.8125,-0.14985,-0.44999999999999996,-0.7866,-0.4875,-0.5634,0.9,0.9,0.75,0.8647,-0.7030000000000001,-0.74285,2,2,eastern_europe_central_asia,rural,73,male,primary,struggling,flawed_democracy,"Roman Catholic, deeply rooted in tradition, though less able to attend church now due to mobility issues.",Retired vineyard worker,"Village of Tihany, Hungary",Gábor Kovács
P0240,-0.2918,0.775,-0.6,-0.5377,-0.7718,0.32,-0.7,0.5,-0.8,0.6485,-0.817,0.129,1,1,eastern_europe_central_asia,peri_urban,31,female,university,working_class,flawed_democracy,"Serbian Orthodox, identifies culturally but is not observant.",Freelance graphic designer,"Novi Sad, Serbia",Ana Petrović
P0241,-0.7718,-0.0535,-0.2,0.7375,-0.9218,-0.9101,-0.7,0.5,0.6,-0.8123,0.3946,-0.4375,1,0,eastern_europe_central_asia,urban,58,male,postgraduate,middle_class,stable_democracy,"Secular, identifies as atheist, like many in the Czech Republic.",High school history teacher,"Prague, Czech Republic",Petr Novák
P0242,0.8468,0.325,-0.7,-0.817,-0.05,-0.4378,1.0,0.9,1.0,0.6054,0.3166,-0.817,1,2,eastern_europe_central_asia,rural,65,female,secondary,struggling,hybrid_regime,"Georgian Orthodox, deeply devout and considers faith central to her identity and community.",Guesthouse owner and shepherdess,"Village of Stepantsminda, Georgia",Nino Gelashvili
P0243,-0.3668,0.7,0.7,0.6499,-0.775,-0.6373,-0.7,-0.2,-0.7,-0.5265,0.2628,0.6499,1,0,eastern_europe_central_asia,urban,27,male,university,working_class,flawed_democracy,"Bulgarian Orthodox, identifies culturally but is largely secular in practice.",Call center agent for a German tech company,"Sofia, Bulgaria",Ivan Dimitrov
P0244,-0.7582,0.4,-0.4,-0.1755,0.7715,0.8235,0.8,0.0,0.7,0.736,-0.7295,-0.5255,1,2,eastern_europe_central_asia,rural,48,female,primary,working_class,authoritarian_state,"Sunni Muslim, observant, performs daily prayers and observes Ramadan, deeply integrated into her community's religious life.",Silk weaver and artisan,"Samarkand, Uzbekistan",Gulnora Karimova
P0245,-0.8494,0.4,0.4,-0.0171,0.2785,-0.2705,-0.5,0.6,0.6,-0.3503,-0.4901,-0.3505,1,0,eastern_europe_central_asia,peri_urban,55,male,secondary,struggling,hybrid_regime,"Bosnian Muslim, identifies culturally and observes major holidays, but not strictly practicing.",School janitor,"East Sarajevo, Bosnia and Herzegovina",Haris Delić
P0246,-0.7582,0.1,-0.7,-0.5825,-0.6832,-0.5696,0.8,-0.7,0.1,0.6499,-0.9045,-0.5825,1,3,north_america,urban,58,female,secondary,working_class,flawed_democracy,"Catholic, moderately observant, attends mass weekly.",Owner of a small textile shop,"Oaxaca City, Mexico",Maria Elena Rodriguez
P0247,0.0497,0.5499499999999999,0.25,0.6922999999999999,-0.3375,-0.3104,-0.5,-0.30000000000000004,-0.1,-0.22799999999999998,-0.73335,-0.06189999999999998,2,0,north_america,urban,34,male,university,middle_class,stable_democracy,"Secular, raised in a nominally Buddhist household but does not practice.",Software Developer at a mid-sized tech company,"Vancouver, Canada",David Chen
P0248,-0.6496999999999999,0.55,-0.6,-0.22835,-0.24765,-0.5006,-0.45,0.2,-0.04999999999999999,0.19355000000000003,-0.6237,-0.43875,2,1,north_america,rural,67,female,university,working_class,stable_democracy,"Methodist, devout and active in her local church community.",Retired High School English Teacher,"Rural Ohio, United States",Sarah Miller
P0249,-0.7715,0.7,-0.5,-0.1941,-0.7,-0.5498,-0.7,-0.6,-0.8,0.5624,-0.8247,-0.3524,1,1,north_america,urban,28,male,secondary,struggling,flawed_democracy,"Agnostic, raised Catholic but no longer practices.",Call Center Agent for a US company,"Tijuana, Mexico",Javier Morales
P0250,-0.7715,-0.4715,-0.6,0.7374,-0.6965,-0.5265,-0.7,-0.2,-0.3,-0.4376,-0.7372,-0.4376,1,4,north_america,urban,42,female,postgraduate,middle_class,stable_democracy,"Anglican, culturally observant, attends church for major holidays and community events.",Fisheries Scientist for a provincial government agency,"St. John's, Newfoundland and Labrador, Canada",Emily O'Connell
P0251,-0.9244,0.4,-0.5,-0.1941,-0.7749,-0.7675,-0.7,-0.4,-0.8,0.6499,-0.7372,-0.3524,1,1,north_america,urban,22,male,secondary,struggling,flawed_democracy,"Baptist, attends church occasionally with his grandmother but isn't deeply observant himself.","Gig worker (rideshare driver, food delivery)","Atlanta, Georgia, United States",Marcus Johnson
P0252,-0.525,-0.0975,0.09999999999999998,-0.22835,-0.8125,-0.8674999999999999,-0.7,-0.55,-0.6000000000000001,-0.22715000000000002,-0.8247,-0.43875,2,4,north_america,urban,31,female,university,middle_class,flawed_democracy,"Secular, identifies as culturally Catholic but does not practice any religion.",Graphic Designer at a marketing agency,"Mexico City, Mexico",Sofia Gomez
P0253,0.475,0.775,-0.8,-0.2649,0.6965,-0.2628,0.7,0.8,0.6,0.736,0.1057,0.7351,1,2,north_america,urban,51,male,university,affluent,stable_democracy,"Presbyterian, attends church occasionally but not deeply observant.",Oil and Gas Engineer,"Calgary, Alberta, Canada",Liam MacDonald
P0254,-0.6965,-0.9832,-1.0,-0.5377,-0.9249,-0.7446,0.9,-1.0,-0.8,0.6499,-0.8249,-0.5377,1,3,north_america,rural,39,female,university,struggling,colonial_post_colonial_transition,"Traditional Navajo spirituality, deeply observant and active in ceremonies.",Cultural Preservationist for a tribal organization,"Navajo Nation, Arizona, United States",Chenoa Sky
P0255,-0.85,0.2875,-0.65,-0.5825,-0.49585,-0.39225,0.95,0.85,0.7,0.78105,-0.8646,-0.5387500000000001,2,2,north_america,peri_urban,72,male,primary,working_class,flawed_democracy,"Catholic, very devout, attends mass daily and is active in church groups.",Retired Dockworker,"Veracruz, Mexico",Miguel Vargas
P0256,-0.85,-0.7715,-0.7,-0.0167,-0.7582,-0.5265,-0.7,-0.4,-0.8,-0.4378,-0.7374,-0.35,1,4,north_america,urban,29,female,university,middle_class,stable_democracy,"Secular, raised in a culturally Catholic family but identifies as atheist.",Elementary School Teacher,"Montreal, Quebec, Canada",Chloé Dubois
P0257,0.6244,0.7,0.7,0.7374,0.2785,-0.3884,-0.6,-0.2,0.6,0.6497,0.358,0.3166,1,0,north_america,peri_urban,47,male,postgraduate,affluent,stable_democracy,"Hindu, moderately observant, attends temple for festivals and cultural events.",IT Manager at a pharmaceutical company,"Edison, New Jersey, United States",Rajesh Kumar
P0258,-0.85,-0.1285,-0.6,-0.0171,-0.8468,-0.5634,-0.2,-0.8,-0.8,-0.5265,-0.7372,-0.3505,1,4,north_america,urban,25,female,university,working_class,stable_democracy,"Sunni Muslim, observant but not strict, prays daily and observes Ramadan.",Freelance Illustrator and Graphic Novelist,"Mississauga, Ontario, Canada",Aaliyah Khan
P0259,-0.2782,-0.1285,-0.7,-0.7866,-0.0532,0.6929,1.0,-0.3,0.9,0.9125,-0.1774,-0.8741,1,3,north_america,rural,62,male,primary,working_class,flawed_democracy,"Catholic, deeply traditional, attends church regularly and participates in local religious festivals.",Cattle Rancher,"Chihuahua, Mexico",Daniel Ramirez
P0260,-0.925,-0.2782,-0.8,-0.263,-0.8494,-0.6571,-0.9,-1.0,-0.8,-0.5251,-0.8247,-0.438,1,4,north_america,urban,30,non_binary,university,middle_class,stable_democracy,"Agnostic, raised without any specific religious tradition.",Freelance Web Developer and Online Content Creator,"San Francisco, California, United States",Chloe Wong
P0261,-0.85,0.85,-0.7,-0.6054,-0.6082,-0.5634,0.8,0.8,0.7,0.7295,-0.6485,-0.5179,1,2,north_america,rural,78,male,primary,working_class,stable_democracy,"Catholic, culturally observant, attends mass on special occasions.",Retired Logger,"Rural Quebec, Canada",Pierre Tremblay
P0262,0.77495,0.7749999999999999,-0.6499999999999999,-0.44504999999999995,-0.24765,-0.5634,0.8,0.8,0.7,0.78035,0.11649999999999999,-0.1117,2,2,north_america,urban,49,female,secondary,middle_class,stable_democracy,"Non-denominational Christian, very devout, active in her church community.",Small Business Owner (Hair Salon),"Houston, Texas, United States",Brenda Lee
P0263,-0.3535,0.7749,-0.2,-0.6929,-0.5499,-0.6476,-0.5,0.8,-0.7,0.4304,-0.9045,-0.6054,1,1,north_america,urban,41,male,secondary,working_class,flawed_democracy,"Catholic, nominal, attends church for baptisms and weddings.",Factory Foreman at an automotive plant,"Monterrey, Mexico",Ricardo Sanchez
P0264,-0.925,-0.1285,-0.7,-0.1941,-0.7744,-0.5634,-0.7,-0.8,-0.8,-0.3503,-0.7374,-0.3524,1,4,north_america,rural,55,female,secondary,struggling,colonial_post_colonial_transition,"Christian (Cree traditions integrated), deeply spiritual and active in both church and traditional ceremonies.",Community Health Worker in an Indigenous community,"Northern Saskatchewan, Canada",Jessica Dubois
P0265,-0.0506,-0.8494,-0.7,0.7351,-0.8332,-0.358,-0.9,0.0,-0.4,-0.5251,-0.8247,-0.4399,1,4,north_america,urban,20,male,university,working_class,stable_democracy,"Atheist, raised in a secular household.",Part-time Student and Barista,"Boise, Idaho, United States",Ethan Cole
P0266,-0.7718,0.775,-0.8,-0.67,-0.2168,0.561,0.8,0.8,0.7,0.8249,0.23,-0.495,1,2,north_america,rural,68,male,secondary,struggling,flawed_democracy,"Southern Baptist, moderately observant",Retired coal miner,"Rural Appalachia, Kentucky, United States",Earl Jenkins
P0267,-0.85,0.0218,0.7,0.7374,0.2785,-0.3515,-0.3,-0.3,-0.8,-0.4378,-0.7372,-0.5251,1,0,north_america,urban,45,female,postgraduate,middle_class,stable_democracy,"Hindu, culturally observant for festivals, not strictly religious",Pediatrician at a major city hospital,"Toronto, Ontario, Canada",Dr. Anya Sharma
P0268,-0.7582,0.775,-0.7,-0.5377,0.35,-0.5601,-0.5,-0.1,-0.2,0.7372,-0.6485,-0.3627,1,1,north_america,peri_urban,32,male,secondary,working_class,flawed_democracy,"Roman Catholic, culturally observant, attends mass occasionally","Self-employed mechanic, runs a small shop from his home","Ecatepec de Morelos, State of Mexico, Mexico",Ricardo Morales
P0269,-0.925,-0.8468,-0.9,-0.2491,-0.8494,-0.5634,-0.9,-1.0,-0.9,-0.6128,-0.8249,-0.495,1,4,north_america,urban,24,non_binary,university,struggling,flawed_democracy,"Agnostic, raised in a non-observant Protestant household",Freelance graphic designer,"Brooklyn, New York, United States",Chloe Davis
P0270,-0.1418,0.175,-0.8,-0.7866,-0.5332,-0.4759,0.9,-0.3,0.9,0.9122,-0.8235,-0.7866,1,3,north_america,rural,58,male,primary,working_class,stable_democracy,"Roman Catholic, nominal, attends church for community events",Small-scale commercial fisherman,"Gaspésie Peninsula, Quebec, Canada",Jean-Luc Dubois
P0271,-0.8332,0.7,0.1,-0.525,-0.6215,-0.6509,-0.3,-0.7,-0.8,0.6499,-0.817,-0.525,1,1,north_america,peri_urban,41,female,university,middle_class,flawed_democracy,"Roman Catholic, devout and active in her parish",Elementary school teacher,"Mesa, Arizona, United States",Maria Rodriguez
P0272,-0.3503,0.7375,-0.6,-0.2133,-0.24810000000000001,0.02410000000000001,-0.5,-0.4,-0.55,0.31645,-0.78105,-0.3362,2,1,north_america,urban,28,female,university,working_class,flawed_democracy,"Secular, raised in a nominally Catholic family",Call center supervisor for an international tech company,"Mexico City, Mexico",Sofia Hernández
P0273,0.7749,0.85,-0.6,-0.495,-0.125,-0.3884,0.9,0.8,0.8,0.8247,0.3166,-0.4075,1,2,north_america,rural,52,male,secondary,middle_class,flawed_democracy,"Evangelical Christian, very devout, active in church leadership",Owner of a local hardware store,"Small town in Nebraska, United States",David Miller
P0274,-0.8499,0.3082,0.2,0.6495,-0.7582,-0.533,-0.7,-0.8,-0.8,-0.5265,-0.4039,-0.3505,1,4,north_america,urban,35,female,university,affluent,stable_democracy,"Ismaili Muslim, moderately observant, values community and ethical principles",Software developer for a tech startup,"Vancouver, British Columbia, Canada",Samira Khan
P0275,-0.925,-0.4715,-1.0,-0.7024,-0.9218,-0.6205,0.5,-0.6,-0.8,0.6499,-0.9999,-0.4399,1,3,north_america,rural,62,female,none,struggling,flawed_democracy,"Syncretic Indigenous beliefs and Roman Catholic, deeply spiritual and community-focused",Traditional weaver and farmer,"Oaxaca Valley, Oaxaca, Mexico",Elena Rojas
P0276,-0.8332,0.4,-0.5,-0.1941,-0.6832,-0.533,-0.6,-0.2,-0.4,0.7372,-0.6497,-0.3524,1,1,north_america,urban,38,male,secondary,working_class,flawed_democracy,"Atheist, raised in a non-religious household",Unionized dockworker,"Seattle, Washington, United States",Marcus Chen
P0277,-0.85,0.13570000000000002,0.09999999999999999,0.3691,-0.4275,-0.358,-0.75,-0.5,-0.35,-0.44165,-0.7373000000000001,-0.4726,2,4,north_america,peri_urban,29,female,university,middle_class,stable_democracy,"Anglican, culturally connected, not regularly practicing",Registered Nurse in a long-term care facility,"Surrey, British Columbia, Canada",Sarah O'Connell
P0278,-0.8494,0.7375,-0.65,-0.5033,-0.175,-0.10619999999999999,-0.04999999999999999,0.4,0.24999999999999997,0.64995,-0.817,-0.495,2,2,north_america,peri_urban,49,male,secondary,working_class,flawed_democracy,"Roman Catholic, moderately observant",Factory supervisor (maquiladora),"Ciudad Juárez, Chihuahua, Mexico",Jorge Soto
P0279,-0.7718,0.3994,-0.7,-0.0168,-0.6215,-0.533,0.0,0.7,-0.2,0.7372,-0.736,-0.3501,1,1,north_america,rural,72,female,university,middle_class,flawed_democracy,"Mainline Protestant (Methodist), active in her church and community groups","Retired school librarian, still volunteers at the local library","Small farming community, Iowa, United States",Emily Thompson
P0280,-0.925,-0.76075,-0.95,-0.6149,-0.8788,-0.63245,-0.25,-1.0,-0.8,-0.0959,-0.8686499999999999,-0.48365,2,4,north_america,rural,40,male,secondary,struggling,colonial_post_colonial_transition,"Traditional Indigenous spirituality, blended with some Christian influences, deeply connected to land and ancestors",Indigenous community health worker,"Remote First Nation reserve, Manitoba, Canada","Thomas ""Tom"" Bearskin"
P0281,-0.0535,0.7744,0.6,0.7248,-0.6832,-0.3946,-0.5,-0.7,-0.8,0.6485,-0.7295,-0.3627,1,0,north_america,peri_urban,27,female,university,middle_class,flawed_democracy,"Presbyterian, moderately observant, grew up attending Korean-American church",Marketing associate for a large corporation,"Irvine, California, United States",Jessica Kim
P0282,-0.8494,-0.2918,-0.1,0.65,-0.85,-0.8123,-0.7,-0.7,-0.8,-0.4376,-0.7372,-0.35,1,4,north_america,urban,55,male,postgraduate,affluent,flawed_democracy,"Secular, with an academic interest in religious history",University professor of history,"Guadalajara, Jalisco, Mexico",Miguel Ángel Flores
P0283,-0.9218,0.6249,-0.7,-0.5825,-0.9082,-0.855,-0.7,-1.0,-0.8,0.6497,-0.7866,-0.5825,1,1,north_america,urban,61,female,secondary,working_class,flawed_democracy,"African Methodist Episcopal, deeply spiritual and active in church social outreach",Small business owner (hair salon),"Atlanta, Georgia, United States",Brenda Lee
P0284,-0.8468,-0.8468,-0.2,0.6499,-0.7582,-0.533,-0.7,-0.8,-0.8,-0.4378,-0.7372,-0.3501,1,4,north_america,urban,22,male,university,middle_class,stable_democracy,"Secular, raised in a non-religious household of Chinese descent","University student, part-time barista","Montreal, Quebec, Canada",Kevin Ng
P0285,0.925,0.925,-0.7,-0.32,-0.2001,-0.358,0.8,0.8,0.8,0.8235,0.8226,0.7675,1,2,north_america,peri_urban,48,male,postgraduate,wealthy,flawed_democracy,"Non-denominational Christian, attends church regularly",Petroleum engineer for a major energy company,"Suburban Houston, Texas, United States","Robert ""Rob"" Johnson"
P0286,-0.525,0.775,-1.0,-0.9616,-0.1285,-0.3884,1.0,0.9,1.0,0.9997,0.3946,-0.9616,1,2,north_america,rural,68,male,primary,struggling,flawed_democracy,"Southern Baptist, devout, attends church weekly.","Retired coal miner, now part-time handyman","Harlan County, Kentucky, USA","Earl ""Buddy"" Jenkins"
P0287,0.075,0.7749,-0.6,0.6499,0.2006,-0.737,-0.7,0.1,-0.8,0.5625,-0.4471,0.4041,1,0,north_america,urban,24,female,university,middle_class,flawed_democracy,"Roman Catholic, culturally observant, attends mass on holidays.",Junior software developer for a fintech startup,"Mexico City, Mexico",Sofia Ramirez Vargas
P0288,-0.3965,0.7749,0.7,0.7375,0.4285,-0.2705,-0.1,0.0,0.6,-0.3515,0.264,0.0708,1,0,north_america,peri_urban,48,male,postgraduate,affluent,stable_democracy,"Secular, with a background in Zen Buddhism through his grandparents.",Senior research scientist at a pharmaceutical company,"Oakville, Ontario, Canada",Dr. Kenji Tanaka
P0289,-0.85,0.6249,0.1,0.7248,-0.6832,-0.2705,-0.5,-0.7,-0.8,-0.3501,-0.8247,-0.4502,1,4,north_america,urban,39,female,university,working_class,flawed_democracy,"Sunni Muslim, moderately observant, attends mosque for major holidays and community events.",Registered Nurse in a public hospital,"Detroit, Michigan, USA",Aisha Khan
P0290,-0.7744,-0.5468,-0.9,-0.5274,-0.7718,-0.4455,0.8,-0.8,-0.3,0.3166,-0.9124,-0.3524,1,3,north_america,rural,72,male,none,struggling,flawed_democracy,"Syncretic Indigenous beliefs mixed with Catholicism, deeply traditional and communal.","Subsistence farmer, growing corn and beans","San Juan Chamula, Chiapas, Mexico",Miguel Hernández
P0291,-0.85,-0.8468,-0.7,-0.1941,-0.85,-0.7675,-0.8,-0.8,-0.8,-0.5253,-0.7374,-0.4399,1,4,north_america,urban,21,non_binary,secondary,working_class,stable_democracy,"Agnostic, raised loosely Catholic, but identifies with no organized religion.","Barista at a busy downtown cafe, aspiring musician","Montreal, Quebec, Canada",Chloe Dubois
P0292,0.775,0.775,-0.6,-0.1616,0.2785,-0.6373,0.8,0.8,0.8,0.736,0.5925,0.3467,1,2,north_america,peri_urban,52,male,university,middle_class,flawed_democracy,"Non-denominational Christian, attends a large evangelical church weekly.",Small business owner (landscaping company),"suburban Atlanta, Georgia, USA",David Miller
P0293,-0.49415,0.7,-0.75,-0.5601,-0.6898500000000001,-0.0696,-0.05,-0.25,0.24999999999999997,0.69345,-0.8018000000000001,-0.4726,2,1,north_america,peri_urban,28,male,secondary,working_class,flawed_democracy,"Roman Catholic, culturally observant, attends church for baptisms and other family events.","Construction worker, specializing in drywall installation","Nezahualcóyotl, Estado de México, Mexico","Juan Carlos ""JC"" Morales"
P0294,-0.775,-0.9218,-1.0,-0.6125,-0.9082,-0.614,-0.6,-1.0,-0.4,0.3166,-0.9124,-0.4375,1,4,north_america,rural,78,female,primary,struggling,colonial_post_colonial_transition,"Traditional Mohawk spirituality, deeply rooted in the land and community, with some historical influence from Catholicism.","Elder and traditional craftswoman, selling beadwork and baskets","Kahnawake Mohawk Territory, Quebec, Canada",Mary Two-Rivers
P0295,0.0082,0.6082,-0.2,0.7374,-0.6965,-0.358,-0.7,-0.3,0.2,-0.4378,-0.6485,0.4041,1,0,north_america,urban,29,male,university,affluent,stable_democracy,"Atheist, raised in a secular household.",Product Manager at a major tech company,"San Francisco, California, USA",Julian Chen
P0296,-0.7957000000000001,0.2468,-0.6,-0.016650000000000012,-0.1666,-0.7798,-0.25,-0.30000000000000004,-0.7,0.1499,-0.6806,-0.4375,2,1,north_america,urban,45,female,university,middle_class,flawed_democracy,"Roman Catholic, active parishioner, involved in community outreach.",High school history teacher,"Guadalajara, Jalisco, Mexico",Elena Soto
P0297,0.775,0.85,-0.7,-0.7866,-0.8494,-0.8123,0.8,0.8,0.8,0.817,0.0246,0.23,1,2,north_america,peri_urban,41,male,secondary,working_class,stable_democracy,"None, raised nominally Protestant, but identifies as secular.",Long-haul truck driver,"Surrey, British Columbia, Canada",Mark Jensen
P0298,0.4744,0.85,-0.7,-0.6929,-0.2006,-0.3884,0.8,0.8,0.8,0.8235,0.3142,-0.3429,1,2,north_america,rural,22,male,secondary,struggling,flawed_democracy,"Nondenominational Christian, attends a small community church sporadically.",Ranch hand on a large cattle operation,"rural Eastern Montana, USA",Cody Lee
P0299,-0.925,0.175,-0.8,-0.6929,-0.6999,-0.5925,1.0,0.9,0.5,0.6499,-0.8247,-0.6929,1,2,north_america,urban,61,female,primary,working_class,flawed_democracy,"Roman Catholic, devout, attends daily mass when possible.",Cleaner in a corporate office building,"Monterrey, Nuevo León, Mexico","Beatriz ""Betty"" García"
P0300,-0.85,-0.8494,-0.6,0.3915,-0.7744,-0.7446,-0.7,-0.7,-0.8,-0.4455,-0.7372,-0.4502,1,4,north_america,urban,65,female,postgraduate,middle_class,stable_democracy,"United Church of Canada, moderately active, values social justice aspects of her faith.","Retired librarian, now volunteers at a local community center","Toronto, Ontario, Canada",Eleanor Vance
P0301,0.3082,0.6999,-0.8,-0.5825,-0.2168,-0.5265,0.8,0.5,0.7,0.6497,0.1259,-0.0908,1,2,north_america,urban,49,male,secondary,working_class,flawed_democracy,"Roman Catholic, culturally observant, attends mass on holidays.",Welder in an oil refinery,"Houston, Texas, USA","Roberto ""Beto"" Rodriguez"
P0302,-0.6,-0.9968,-1.0,-0.8679,-1.0,-0.9425,0.9,-1.0,-0.5,0.4039,-0.9999,-0.7804,1,3,north_america,rural,19,female,primary,struggling,flawed_democracy,"Mix of Zapotec spiritual traditions and Catholicism, deeply interwoven with daily life and community.","Weaving artisan, also helps her family with small-scale farming","Tlaxiaco, Oaxaca, Mexico",Xochitl Flores
